"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1975","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","157,000,000",""
"SURVEY","1975","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","168,000,000",""
"SURVEY","1975","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","481,000,000",""
"SURVEY","1975","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","174,000,000",""
"SURVEY","1975","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,031,000,000",""
"SURVEY","1974","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","177,000,000",""
"SURVEY","1974","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","538,000,000",""
"SURVEY","1974","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","174,000,000",""
"SURVEY","1974","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","152,000,000",""
"SURVEY","1974","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","136,000,000",""
"SURVEY","1974","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","144,000,000",""
"SURVEY","1974","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","442,000,000",""
"SURVEY","1974","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","177,000,000",""
"SURVEY","1974","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","522,000,000",""
"SURVEY","1974","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","178,000,000",""
"SURVEY","1974","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1974","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","183,000,000",""
"SURVEY","1974","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","152,000,000",""
"SURVEY","1974","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","165,000,000",""
"SURVEY","1974","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","469,000,000",""
"SURVEY","1974","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","171,000,000",""
"SURVEY","1974","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,971,000,000",""
"SURVEY","1973","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","188,000,000",""
"SURVEY","1973","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","576,000,000",""
"SURVEY","1973","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","182,000,000",""
"SURVEY","1973","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","151,000,000",""
"SURVEY","1973","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,000,000",""
"SURVEY","1973","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","161,000,000",""
"SURVEY","1973","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","482,000,000",""
"SURVEY","1973","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","184,000,000",""
"SURVEY","1973","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","535,000,000",""
"SURVEY","1973","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","190,000,000",""
"SURVEY","1973","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","173,000,000",""
"SURVEY","1973","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","198,000,000",""
"SURVEY","1973","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","154,000,000",""
"SURVEY","1973","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","159,000,000",""
"SURVEY","1973","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","464,000,000",""
"SURVEY","1973","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","169,000,000",""
"SURVEY","1973","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,057,000,000",""
"SURVEY","1972","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","192,000,000",""
"SURVEY","1972","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","616,000,000",""
"SURVEY","1972","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","202,000,000",""
"SURVEY","1972","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","174,000,000",""
"SURVEY","1972","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","149,000,000",""
"SURVEY","1972","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","158,000,000",""
"SURVEY","1972","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","476,000,000",""
"SURVEY","1972","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","202,000,000",""
"SURVEY","1972","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","592,000,000",""
"SURVEY","1972","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","208,000,000",""
"SURVEY","1972","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","169,000,000",""
"SURVEY","1972","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","216,000,000",""
"SURVEY","1972","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,000,000",""
"SURVEY","1972","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","183,000,000",""
"SURVEY","1972","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","533,000,000",""
"SURVEY","1972","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","188,000,000",""
"SURVEY","1972","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,217,000,000",""
"SURVEY","1971","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","192,000,000",""
"SURVEY","1971","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","190,000,000",""
"SURVEY","1971","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,000,000",""
"SURVEY","1971","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","141,000,000",""
"SURVEY","1971","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","153,000,000",""
"SURVEY","1971","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","192,000,000",""
"SURVEY","1971","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","194,000,000",""
"SURVEY","1971","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,000,000",""
"SURVEY","1971","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","205,000,000",""
"SURVEY","1971","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","166,000,000",""
"SURVEY","1971","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","179,000,000",""
"SURVEY","1971","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","182,000,000",""
"SURVEY","1971","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,122,000,000",""
"SURVEY","1970","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","190,000,000",""
"SURVEY","1970","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","191,000,000",""
"SURVEY","1970","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","160,000,000",""
"SURVEY","1970","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","146,000,000",""
"SURVEY","1970","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","152,000,000",""
"SURVEY","1970","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","194,000,000",""
"SURVEY","1970","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","198,000,000",""
"SURVEY","1970","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","166,000,000",""
"SURVEY","1970","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","207,000,000",""
"SURVEY","1970","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","159,000,000",""
"SURVEY","1970","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","175,000,000",""
"SURVEY","1970","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","185,000,000",""
"SURVEY","1970","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,123,000,000",""
"SURVEY","1969","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","190,000,000",""
"SURVEY","1969","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","190,000,000",""
"SURVEY","1969","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","157,000,000",""
"SURVEY","1969","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","143,000,000",""
"SURVEY","1969","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,000,000",""
"SURVEY","1969","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","193,000,000",""
"SURVEY","1969","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","197,000,000",""
"SURVEY","1969","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1969","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","206,000,000",""
"SURVEY","1969","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","159,000,000",""
"SURVEY","1969","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,000,000",""
"SURVEY","1969","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","183,000,000",""
"SURVEY","1969","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,104,000,000",""
"SURVEY","1968","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","188,000,000",""
"SURVEY","1968","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","194,000,000",""
"SURVEY","1968","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","150,000,000",""
"SURVEY","1968","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,000,000",""
"SURVEY","1968","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","154,000,000",""
"SURVEY","1968","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","197,000,000",""
"SURVEY","1968","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","201,000,000",""
"SURVEY","1968","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1968","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","207,000,000",""
"SURVEY","1968","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","156,000,000",""
"SURVEY","1968","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","175,000,000",""
"SURVEY","1968","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","183,000,000",""
"SURVEY","1968","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,115,000,000",""
"SURVEY","1967","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","197,000,000",""
"SURVEY","1967","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","201,000,000",""
"SURVEY","1967","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","153,000,000",""
"SURVEY","1967","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","138,000,000",""
"SURVEY","1967","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","153,000,000",""
"SURVEY","1967","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","205,000,000",""
"SURVEY","1967","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","206,000,000",""
"SURVEY","1967","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","161,000,000",""
"SURVEY","1967","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","215,000,000",""
"SURVEY","1967","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","154,000,000",""
"SURVEY","1967","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","177,000,000",""
"SURVEY","1967","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","184,000,000",""
"SURVEY","1967","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,144,000,000",""
"SURVEY","1966","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","185,000,000",""
"SURVEY","1966","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","201,000,000",""
"SURVEY","1966","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","154,000,000",""
"SURVEY","1966","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","136,000,000",""
"SURVEY","1966","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,000,000",""
"SURVEY","1966","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","201,000,000",""
"SURVEY","1966","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","204,000,000",""
"SURVEY","1966","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","160,000,000",""
"SURVEY","1966","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","210,000,000",""
"SURVEY","1966","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","155,000,000",""
"SURVEY","1966","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","177,000,000",""
"SURVEY","1966","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","191,000,000",""
"SURVEY","1966","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,122,000,000",""
"SURVEY","1965","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","193,000,000",""
"SURVEY","1965","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","211,000,000",""
"SURVEY","1965","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","150,000,000",""
"SURVEY","1965","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","138,000,000",""
"SURVEY","1965","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","149,000,000",""
"SURVEY","1965","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","217,000,000",""
"SURVEY","1965","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","213,000,000",""
"SURVEY","1965","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","163,000,000",""
"SURVEY","1965","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","217,000,000",""
"SURVEY","1965","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","154,000,000",""
"SURVEY","1965","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,000,000",""
"SURVEY","1965","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","190,000,000",""
"SURVEY","1965","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,171,000,000",""
"SURVEY","1964","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,000,000",""
"SURVEY","1964","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","212,000,000",""
"SURVEY","1964","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,000,000",""
"SURVEY","1964","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","136,000,000",""
